fips,State,Area_Name,CENSUS_2010_POP,POP_ESTIMATE_2019,
00000,US,United States,"308,745,538","328,239,523",
01000,AL,Alabama,"4,779,736","4,903,185",
01001,AL,Autauga County,"54,571","55,869",
01003,AL,Baldwin County,"182,265","223,234",
01005,AL,Barbour County,"27,457","24,686",
01007,AL,Bibb County,"22,915","22,394",
01009,AL,Blount County,"57,322","57,826",
01011,AL,Bullock County,"10,914","10,101",
01013,AL,Butler County,"20,947","19,448",
01015,AL,Calhoun County,"118,572","113,605",
01017,AL,Chambers County,"34,215","33,254",
01019,AL,Cherokee County,"25,989","26,196",
01021,AL,Chilton County,"43,643","44,428",
01023,AL,Choctaw County,"13,859","12,589",
01025,AL,Clarke County,"25,833","23,622",
01027,AL,Clay County,"13,932","13,235",
01029,AL,Cleburne County,"14,972","14,910",
01031,AL,Coffee County,"49,948","52,342",
01033,AL,Colbert County,"54,428","55,241",
01035,AL,Conecuh County,"13,228","12,067",
01037,AL,Coosa County,"11,539","10,663",
01039,AL,Covington County,"37,765","37,049",
01041,AL,Crenshaw County,"13,906","13,772",
01043,AL,Cullman County,"80,406","83,768",
01045,AL,Dale County,"50,251","49,172",
01047,AL,Dallas County,"43,820","37,196",
01049,AL,DeKalb County,"71,109","71,513",
01051,AL,Elmore County,"79,303","81,209",
01053,AL,Escambia County,"38,319","36,633",
01055,AL,Etowah County,"104,430","102,268",
01057,AL,Fayette County,"17,241","16,302",
01059,AL,Franklin County,"31,704","31,362",
01061,AL,Geneva County,"26,790","26,271",
01063,AL,Greene County,"9,045","8,111",
01065,AL,Hale County,"15,760","14,651",
01067,AL,Henry County,"17,302","17,205",
01069,AL,Houston County,"101,547","105,882",
01071,AL,Jackson County,"53,227","51,626",
01073,AL,Jefferson County,"658,466","658,573",
01075,AL,Lamar County,"14,564","13,805",
01077,AL,Lauderdale County,"92,709","92,729",
01079,AL,Lawrence County,"34,339","32,924",
01081,AL,Lee County,"140,247","164,542",
01083,AL,Limestone County,"82,782","98,915",
01085,AL,Lowndes County,"11,299","9,726",
01087,AL,Macon County,"21,452","18,068",
01089,AL,Madison County,"334,811","372,909",
01091,AL,Marengo County,"21,027","18,863",
01093,AL,Marion County,"30,776","29,709",
01095,AL,Marshall County,"93,019","96,774",
01097,AL,Mobile County,"412,992","413,210",
01099,AL,Monroe County,"23,068","20,733",
01101,AL,Montgomery County,"229,363","226,486",
01103,AL,Morgan County,"119,490","119,679",
01105,AL,Perry County,"10,591","8,923",
01107,AL,Pickens County,"19,746","19,930",
01109,AL,Pike County,"32,899","33,114",
01111,AL,Randolph County,"22,913","22,722",
01113,AL,Russell County,"52,947","57,961",
01115,AL,St. Clair County,"83,593","89,512",
01117,AL,Shelby County,"195,085","217,702",
01119,AL,Sumter County,"13,763","12,427",
01121,AL,Talladega County,"82,291","79,978",
01123,AL,Tallapoosa County,"41,616","40,367",
01125,AL,Tuscaloosa County,"194,656","209,355",
01127,AL,Walker County,"67,023","63,521",
01129,AL,Washington County,"17,581","16,326",
01131,AL,Wilcox County,"11,670","10,373",
01133,AL,Winston County,"24,484","23,629",
02000,AK,Alaska,"710,231","731,545",
02013,AK,Aleutians East Borough,"3,141","3,337",
02016,AK,Aleutians West Census Area,"5,561","5,634",
02020,AK,Anchorage Municipality,"291,826","288,000",
02050,AK,Bethel Census Area,"17,013","18,386",
02060,AK,Bristol Bay Borough,997,836,
02068,AK,Denali Borough,"1,826","2,097",
02070,AK,Dillingham Census Area,"4,847","4,916",
02090,AK,Fairbanks North Star Borough,"97,581","96,849",
02100,AK,Haines Borough,"2,508","2,530",
02105,AK,Hoonah-Angoon Census Area,"2,150","2,148",
02110,AK,Juneau City and Borough,"31,275","31,974",
02122,AK,Kenai Peninsula Borough,"55,400","58,708",
02130,AK,Ketchikan Gateway Borough,"13,477","13,901",
02150,AK,Kodiak Island Borough,"13,592","12,998",
02158,AK,Kusilvak Census Area,"7,459","8,314",
02164,AK,Lake and Peninsula Borough,"1,631","1,592",
02170,AK,Matanuska-Susitna Borough,"88,995","108,317",
02180,AK,Nome Census Area,"9,492","10,004",
02185,AK,North Slope Borough,"9,430","9,832",
02188,AK,Northwest Arctic Borough,"7,523","7,621",
02195,AK,Petersburg Borough,"3,815","3,266",
02198,AK,Prince of Wales-Hyder Census Area,"5,559","6,203",
02220,AK,Sitka City and Borough,"8,881","8,493",
02230,AK,Skagway Municipality,968,"1,183",
02240,AK,Southeast Fairbanks Census Area,"7,029","6,893",
02261,AK,Valdez-Cordova Census Area,"9,636","9,202",
02275,AK,Wrangell City and Borough,"2,369","2,502",
02282,AK,Yakutat City and Borough,662,579,
02290,AK,Yukon-Koyukuk Census Area,"5,588","5,230",
04000,AZ,Arizona,"6,392,017","7,278,717",
04001,AZ,Apache County,"71,518","71,887",
04003,AZ,Cochise County,"131,346","125,922",
04005,AZ,Coconino County,"134,421","143,476",
04007,AZ,Gila County,"53,597","54,018",
04009,AZ,Graham County,"37,220","38,837",
04011,AZ,Greenlee County,"8,437","9,498",
04012,AZ,La Paz County,"20,489","21,108",
04013,AZ,Maricopa County,"3,817,117","4,485,414",
04015,AZ,Mohave County,"200,186","212,181",
04017,AZ,Navajo County,"107,449","110,924",
04019,AZ,Pima County,"980,263","1,047,279",
04021,AZ,Pinal County,"375,770","462,789",
04023,AZ,Santa Cruz County,"47,420","46,498",
04025,AZ,Yavapai County,"211,033","235,099",
04027,AZ,Yuma County,"195,751","213,787",
05000,AR,Arkansas,"2,915,918","3,017,804",
05001,AR,Arkansas County,"19,019","17,486",
05003,AR,Ashley County,"21,853","19,657",
05005,AR,Baxter County,"41,513","41,932",
05007,AR,Benton County,"221,339","279,141",
05009,AR,Boone County,"36,903","37,432",
05011,AR,Bradley County,"11,508","10,763",
05013,AR,Calhoun County,"5,368","5,189",
05015,AR,Carroll County,"27,446","28,380",
05017,AR,Chicot County,"11,800","10,118",
05019,AR,Clark County,"22,995","22,320",
05021,AR,Clay County,"16,083","14,551",
05023,AR,Cleburne County,"25,970","24,919",
05025,AR,Cleveland County,"8,689","7,956",
05027,AR,Columbia County,"24,552","23,457",
05029,AR,Conway County,"21,273","20,846",
05031,AR,Craighead County,"96,443","110,332",
05033,AR,Crawford County,"61,948","63,257",
05035,AR,Crittenden County,"50,902","47,955",
05037,AR,Cross County,"17,870","16,419",
05039,AR,Dallas County,"8,116","7,009",
05041,AR,Desha County,"13,008","11,361",
05043,AR,Drew County,"18,509","18,219",
05045,AR,Faulkner County,"113,237","126,007",
05047,AR,Franklin County,"18,125","17,715",
05049,AR,Fulton County,"12,245","12,477",
05051,AR,Garland County,"96,024","99,386",
05053,AR,Grant County,"17,853","18,265",
05055,AR,Greene County,"42,090","45,325",
05057,AR,Hempstead County,"22,609","21,532",
05059,AR,Hot Spring County,"32,923","33,771",
05061,AR,Howard County,"13,789","13,202",
05063,AR,Independence County,"36,647","37,825",
05065,AR,Izard County,"13,696","13,629",
05067,AR,Jackson County,"17,997","16,719",
05069,AR,Jefferson County,"77,435","66,824",
05071,AR,Johnson County,"25,540","26,578",
05073,AR,Lafayette County,"7,645","6,624",
05075,AR,Lawrence County,"17,415","16,406",
05077,AR,Lee County,"10,424","8,857",
05079,AR,Lincoln County,"14,134","13,024",
05081,AR,Little River County,"13,171","12,259",
05083,AR,Logan County,"22,353","21,466",
05085,AR,Lonoke County,"68,356","73,309",
05087,AR,Madison County,"15,717","16,576",
05089,AR,Marion County,"16,653","16,694",
05091,AR,Miller County,"43,462","43,257",
05093,AR,Mississippi County,"46,480","40,651",
05095,AR,Monroe County,"8,149","6,701",
05097,AR,Montgomery County,"9,487","8,986",
05099,AR,Nevada County,"8,997","8,252",
05101,AR,Newton County,"8,330","7,753",
05103,AR,Ouachita County,"26,120","23,382",
05105,AR,Perry County,"10,445","10,455",
05107,AR,Phillips County,"21,757","17,782",
05109,AR,Pike County,"11,291","10,718",
05111,AR,Poinsett County,"24,583","23,528",
05113,AR,Polk County,"20,662","19,964",
05115,AR,Pope County,"61,754","64,072",
05117,AR,Prairie County,"8,715","8,062",
05119,AR,Pulaski County,"382,748","391,911",
05121,AR,Randolph County,"17,969","17,958",
05123,AR,St. Francis County,"28,258","24,994",
05125,AR,Saline County,"107,118","122,437",
05127,AR,Scott County,"11,233","10,281",
05129,AR,Searcy County,"8,195","7,881",
05131,AR,Sebastian County,"125,744","127,827",
05133,AR,Sevier County,"17,058","17,007",
05135,AR,Sharp County,"17,264","17,442",
05137,AR,Stone County,"12,394","12,506",
05139,AR,Union County,"41,639","38,682",
05141,AR,Van Buren County,"17,295","16,545",
05143,AR,Washington County,"203,065","239,187",
05145,AR,White County,"77,076","78,753",
05147,AR,Woodruff County,"7,260","6,320",
05149,AR,Yell County,"22,185","21,341",
06000,CA,California,"37,253,956","39,512,223",
06001,CA,Alameda County,"1,510,271","1,671,329",
06003,CA,Alpine County,"1,175","1,129",
06005,CA,Amador County,"38,091","39,752",
06007,CA,Butte County,"220,000","219,186",
06009,CA,Calaveras County,"45,578","45,905",
06011,CA,Colusa County,"21,419","21,547",
06013,CA,Contra Costa County,"1,049,025","1,153,526",
06015,CA,Del Norte County,"28,610","27,812",
06017,CA,El Dorado County,"181,058","192,843",
06019,CA,Fresno County,"930,450","999,101",
06021,CA,Glenn County,"28,122","28,393",
06023,CA,Humboldt County,"134,623","135,558",
06025,CA,Imperial County,"174,528","181,215",
06027,CA,Inyo County,"18,546","18,039",
06029,CA,Kern County,"839,631","900,202",
06031,CA,Kings County,"152,982","152,940",
06033,CA,Lake County,"64,665","64,386",
06035,CA,Lassen County,"34,895","30,573",
06037,CA,Los Angeles County,"9,818,605","10,039,107",
06039,CA,Madera County,"150,865","157,327",
06041,CA,Marin County,"252,409","258,826",
06043,CA,Mariposa County,"18,251","17,203",
06045,CA,Mendocino County,"87,841","86,749",
06047,CA,Merced County,"255,793","277,680",
06049,CA,Modoc County,"9,686","8,841",
06051,CA,Mono County,"14,202","14,444",
06053,CA,Monterey County,"415,057","434,061",
06055,CA,Napa County,"136,484","137,744",
06057,CA,Nevada County,"98,764","99,755",
06059,CA,Orange County,"3,010,232","3,175,692",
06061,CA,Placer County,"348,432","398,329",
06063,CA,Plumas County,"20,007","18,807",
06065,CA,Riverside County,"2,189,641","2,470,546",
06067,CA,Sacramento County,"1,418,788","1,552,058",
06069,CA,San Benito County,"55,269","62,808",
06071,CA,San Bernardino County,"2,035,210","2,180,085",
06073,CA,San Diego County,"3,095,313","3,338,330",
06075,CA,San Francisco County,"805,235","881,549",
06077,CA,San Joaquin County,"685,306","762,148",
06079,CA,San Luis Obispo County,"269,637","283,111",
06081,CA,San Mateo County,"718,451","766,573",
06083,CA,Santa Barbara County,"423,895","446,499",
06085,CA,Santa Clara County,"1,781,642","1,927,852",
06087,CA,Santa Cruz County,"262,382","273,213",
06089,CA,Shasta County,"177,223","180,080",
06091,CA,Sierra County,"3,240","3,005",
06093,CA,Siskiyou County,"44,900","43,539",
06095,CA,Solano County,"413,344","447,643",
06097,CA,Sonoma County,"483,878","494,336",
06099,CA,Stanislaus County,"514,453","550,660",
06101,CA,Sutter County,"94,737","96,971",
06103,CA,Tehama County,"63,463","65,084",
06105,CA,Trinity County,"13,786","12,285",
06107,CA,Tulare County,"442,179","466,195",
06109,CA,Tuolumne County,"55,365","54,478",
06111,CA,Ventura County,"823,318","846,006",
06113,CA,Yolo County,"200,849","220,500",
06115,CA,Yuba County,"72,155","78,668",
08000,CO,Colorado,"5,029,196","5,758,736",
08001,CO,Adams County,"441,603","517,421",
08003,CO,Alamosa County,"15,445","16,233",
08005,CO,Arapahoe County,"572,003","656,590",
08007,CO,Archuleta County,"12,084","14,029",
08009,CO,Baca County,"3,788","3,581",
08011,CO,Bent County,"6,499","5,577",
08013,CO,Boulder County,"294,567","326,196",
08014,CO,Broomfield County,"55,889","70,465",
08015,CO,Chaffee County,"17,809","20,356",
08017,CO,Cheyenne County,"1,836","1,831",
08019,CO,Clear Creek County,"9,088","9,700",
08021,CO,Conejos County,"8,256","8,205",
08023,CO,Costilla County,"3,524","3,887",
08025,CO,Crowley County,"5,823","6,061",
08027,CO,Custer County,"4,255","5,068",
08029,CO,Delta County,"30,952","31,162",
08031,CO,Denver County,"600,158","727,211",
08033,CO,Dolores County,"2,064","2,055",
08035,CO,Douglas County,"285,465","351,154",
08037,CO,Eagle County,"52,197","55,127",
08039,CO,Elbert County,"23,086","26,729",
08041,CO,El Paso County,"622,263","720,403",
08043,CO,Fremont County,"46,824","47,839",
08045,CO,Garfield County,"56,389","60,061",
08047,CO,Gilpin County,"5,441","6,243",
08049,CO,Grand County,"14,843","15,734",
08051,CO,Gunnison County,"15,324","17,462",
08053,CO,Hinsdale County,843,820,
08055,CO,Huerfano County,"6,711","6,897",
08057,CO,Jackson County,"1,394","1,392",
08059,CO,Jefferson County,"534,543","582,881",
08061,CO,Kiowa County,"1,398","1,406",
08063,CO,Kit Carson County,"8,270","7,097",
08065,CO,Lake County,"7,310","8,127",
08067,CO,La Plata County,"51,334","56,221",
08069,CO,Larimer County,"299,630","356,899",
08071,CO,Las Animas County,"15,507","14,506",
08073,CO,Lincoln County,"5,467","5,701",
08075,CO,Logan County,"22,709","22,409",
08077,CO,Mesa County,"146,723","154,210",
08079,CO,Mineral County,712,769,
08081,CO,Moffat County,"13,795","13,283",
08083,CO,Montezuma County,"25,535","26,183",
08085,CO,Montrose County,"41,276","42,758",
08087,CO,Morgan County,"28,159","29,068",
08089,CO,Otero County,"18,831","18,278",
08091,CO,Ouray County,"4,436","4,952",
08093,CO,Park County,"16,206","18,845",
08095,CO,Phillips County,"4,442","4,265",
08097,CO,Pitkin County,"17,148","17,767",
08099,CO,Prowers County,"12,551","12,172",
08101,CO,Pueblo County,"159,063","168,424",
08103,CO,Rio Blanco County,"6,666","6,324",
08105,CO,Rio Grande County,"11,982","11,267",
08107,CO,Routt County,"23,509","25,638",
08109,CO,Saguache County,"6,108","6,824",
08111,CO,San Juan County,699,728,
08113,CO,San Miguel County,"7,359","8,179",
08115,CO,Sedgwick County,"2,379","2,248",
08117,CO,Summit County,"27,994","31,011",
08119,CO,Teller County,"23,350","25,388",
08121,CO,Washington County,"4,814","4,908",
08123,CO,Weld County,"252,825","324,492",
08125,CO,Yuma County,"10,043","10,019",
09000,CT,Connecticut,"3,574,097","3,565,287",
09001,CT,Fairfield County,"916,829","943,332",
09003,CT,Hartford County,"894,014","891,720",
09005,CT,Litchfield County,"189,927","180,333",
09007,CT,Middlesex County,"165,676","162,436",
09009,CT,New Haven County,"862,477","854,757",
09011,CT,New London County,"274,055","265,206",
09013,CT,Tolland County,"152,691","150,721",
09015,CT,Windham County,"118,428","116,782",
10000,DE,Delaware,"897,934","973,764",
10001,DE,Kent County,"162,310","180,786",
10003,DE,New Castle County,"538,479","558,753",
10005,DE,Sussex County,"197,145","234,225",
11000,DC,District of Columbia,"601,723","705,749",
11001,DC,District of Columbia,"601,723","705,749",
12000,FL,Florida,"18,801,310","21,477,737",
12001,FL,Alachua County,"247,336","269,043",
12003,FL,Baker County,"27,115","29,210",
12005,FL,Bay County,"168,852","174,705",
12007,FL,Bradford County,"28,520","28,201",
12009,FL,Brevard County,"543,376","601,942",
12011,FL,Broward County,"1,748,066","1,952,778",
12013,FL,Calhoun County,"14,625","14,105",
12015,FL,Charlotte County,"159,978","188,910",
12017,FL,Citrus County,"141,236","149,657",
12019,FL,Clay County,"190,865","219,252",
12021,FL,Collier County,"321,520","384,902",
12023,FL,Columbia County,"67,531","71,686",
12027,FL,DeSoto County,"34,862","38,001",
12029,FL,Dixie County,"16,422","16,826",
12031,FL,Duval County,"864,263","957,755",
12033,FL,Escambia County,"297,619","318,316",
12035,FL,Flagler County,"95,696","115,081",
12037,FL,Franklin County,"11,549","12,125",
12039,FL,Gadsden County,"46,389","45,660",
12041,FL,Gilchrist County,"16,939","18,582",
12043,FL,Glades County,"12,884","13,811",
12045,FL,Gulf County,"15,863","13,639",
12047,FL,Hamilton County,"14,799","14,428",
12049,FL,Hardee County,"27,731","26,937",
12051,FL,Hendry County,"39,140","42,022",
12053,FL,Hernando County,"172,778","193,920",
12055,FL,Highlands County,"98,786","106,221",
12057,FL,Hillsborough County,"1,229,226","1,471,968",
12059,FL,Holmes County,"19,927","19,617",
12061,FL,Indian River County,"138,028","159,923",
12063,FL,Jackson County,"49,746","46,414",
12065,FL,Jefferson County,"14,761","14,246",
12067,FL,Lafayette County,"8,870","8,422",
12069,FL,Lake County,"297,052","367,118",
12071,FL,Lee County,"618,754","770,577",
12073,FL,Leon County,"275,487","293,582",
12075,FL,Levy County,"40,801","41,503",
12077,FL,Liberty County,"8,365","8,354",
12079,FL,Madison County,"19,224","18,493",
12081,FL,Manatee County,"322,833","403,253",
12083,FL,Marion County,"331,298","365,579",
12085,FL,Martin County,"146,318","161,000",
12086,FL,Miami-Dade County,"2,496,435","2,716,940",
12087,FL,Monroe County,"73,090","74,228",
12089,FL,Nassau County,"73,314","88,625",
12091,FL,Okaloosa County,"180,822","210,738",
12093,FL,Okeechobee County,"39,996","42,168",
12095,FL,Orange County,"1,145,956","1,393,452",
12097,FL,Osceola County,"268,685","375,751",
12099,FL,Palm Beach County,"1,320,134","1,496,770",
12101,FL,Pasco County,"464,697","553,947",
12103,FL,Pinellas County,"916,542","974,996",
12105,FL,Polk County,"602,095","724,777",
12107,FL,Putnam County,"74,364","74,521",
12109,FL,St. Johns County,"190,039","264,672",
12111,FL,St. Lucie County,"277,789","328,297",
12113,FL,Santa Rosa County,"151,372","184,313",
12115,FL,Sarasota County,"379,448","433,742",
12117,FL,Seminole County,"422,718","471,826",
12119,FL,Sumter County,"93,420","132,420",
12121,FL,Suwannee County,"41,551","44,417",
12123,FL,Taylor County,"22,570","21,569",
12125,FL,Union County,"15,535","15,237",
12127,FL,Volusia County,"494,593","553,284",
12129,FL,Wakulla County,"30,776","33,739",
12131,FL,Walton County,"55,043","74,071",
12133,FL,Washington County,"24,896","25,473",
13000,GA,Georgia,"9,687,653","10,617,423",
13001,GA,Appling County,"18,236","18,386",
13003,GA,Atkinson County,"8,375","8,165",
13005,GA,Bacon County,"11,096","11,164",
13007,GA,Baker County,"3,451","3,038",
13009,GA,Baldwin County,"45,720","44,890",
13011,GA,Banks County,"18,395","19,234",
13013,GA,Barrow County,"69,367","83,240",
13015,GA,Bartow County,"100,157","107,738",
13017,GA,Ben Hill County,"17,634","16,700",
13019,GA,Berrien County,"19,286","19,397",
13021,GA,Bibb County,"155,547","153,159",
13023,GA,Bleckley County,"13,063","12,873",
13025,GA,Brantley County,"18,411","19,109",
13027,GA,Brooks County,"16,243","15,457",
13029,GA,Bryan County,"30,233","39,627",
13031,GA,Bulloch County,"70,217","79,608",
13033,GA,Burke County,"23,316","22,383",
13035,GA,Butts County,"23,655","24,936",
13037,GA,Calhoun County,"6,694","6,189",
13039,GA,Camden County,"50,513","54,666",
13043,GA,Candler County,"10,998","10,803",
13045,GA,Carroll County,"110,527","119,992",
13047,GA,Catoosa County,"63,942","67,580",
13049,GA,Charlton County,"12,171","13,392",
13051,GA,Chatham County,"265,128","289,430",
13053,GA,Chattahoochee County,"11,267","10,907",
13055,GA,Chattooga County,"26,015","24,789",
13057,GA,Cherokee County,"214,346","258,773",
13059,GA,Clarke County,"116,714","128,331",
13061,GA,Clay County,"3,183","2,834",
13063,GA,Clayton County,"259,424","292,256",
13065,GA,Clinch County,"6,798","6,618",
13067,GA,Cobb County,"688,078","760,141",
13069,GA,Coffee County,"42,356","43,273",
13071,GA,Colquitt County,"45,498","45,600",
13073,GA,Columbia County,"124,053","156,714",
13075,GA,Cook County,"17,212","17,270",
13077,GA,Coweta County,"127,317","148,509",
13079,GA,Crawford County,"12,630","12,404",
13081,GA,Crisp County,"23,439","22,372",
13083,GA,Dade County,"16,633","16,116",
13085,GA,Dawson County,"22,330","26,108",
13087,GA,Decatur County,"27,842","26,404",
13089,GA,DeKalb County,"691,893","759,297",
13091,GA,Dodge County,"21,796","20,605",
13093,GA,Dooly County,"14,918","13,390",
13095,GA,Dougherty County,"94,565","87,956",
13097,GA,Douglas County,"132,403","146,343",
13099,GA,Early County,"11,008","10,190",
13101,GA,Echols County,"4,034","4,006",
13103,GA,Effingham County,"52,250","64,296",
13105,GA,Elbert County,"20,166","19,194",
13107,GA,Emanuel County,"22,598","22,646",
13109,GA,Evans County,"11,000","10,654",
13111,GA,Fannin County,"23,682","26,188",
13113,GA,Fayette County,"106,567","114,421",
13115,GA,Floyd County,"96,317","98,498",
13117,GA,Forsyth County,"175,511","244,252",
13119,GA,Franklin County,"22,084","23,349",
13121,GA,Fulton County,"920,581","1,063,937",
13123,GA,Gilmer County,"28,292","31,369",
13125,GA,Glascock County,"3,082","2,971",
13127,GA,Glynn County,"79,626","85,292",
13129,GA,Gordon County,"55,186","57,963",
13131,GA,Grady County,"25,011","24,633",
13133,GA,Greene County,"15,994","18,324",
13135,GA,Gwinnett County,"805,321","936,250",
13137,GA,Habersham County,"43,041","45,328",
13139,GA,Hall County,"179,684","204,441",
13141,GA,Hancock County,"9,429","8,457",
13143,GA,Haralson County,"28,780","29,792",
13145,GA,Harris County,"32,024","35,236",
13147,GA,Hart County,"25,213","26,205",
13149,GA,Heard County,"11,834","11,923",
13151,GA,Henry County,"203,922","234,561",
13153,GA,Houston County,"139,900","157,863",
13155,GA,Irwin County,"9,538","9,416",
13157,GA,Jackson County,"60,485","72,977",
13159,GA,Jasper County,"13,900","14,219",
13161,GA,Jeff Davis County,"15,068","15,115",
13163,GA,Jefferson County,"16,930","15,362",
13165,GA,Jenkins County,"8,340","8,676",
13167,GA,Johnson County,"9,980","9,643",
13169,GA,Jones County,"28,669","28,735",
13171,GA,Lamar County,"18,317","19,077",
13173,GA,Lanier County,"10,078","10,423",
13175,GA,Laurens County,"48,434","47,546",
13177,GA,Lee County,"28,298","29,992",
13179,GA,Liberty County,"63,453","61,435",
13181,GA,Lincoln County,"7,996","7,921",
13183,GA,Long County,"14,464","19,559",
13185,GA,Lowndes County,"109,233","117,406",
13187,GA,Lumpkin County,"29,966","33,610",
13189,GA,McDuffie County,"21,875","21,312",
13191,GA,McIntosh County,"14,333","14,378",
13193,GA,Macon County,"14,740","12,947",
13195,GA,Madison County,"28,120","29,880",
13197,GA,Marion County,"8,742","8,359",
13199,GA,Meriwether County,"21,992","21,167",
13201,GA,Miller County,"6,125","5,718",
13205,GA,Mitchell County,"23,498","21,863",
13207,GA,Monroe County,"26,424","27,578",
13209,GA,Montgomery County,"9,123","9,172",
13211,GA,Morgan County,"17,868","19,276",
13213,GA,Murray County,"39,628","40,096",
13215,GA,Muscogee County,"189,885","195,769",
13217,GA,Newton County,"99,958","111,744",
13219,GA,Oconee County,"32,808","40,280",
13221,GA,Oglethorpe County,"14,899","15,259",
13223,GA,Paulding County,"142,324","168,667",
13225,GA,Peach County,"27,695","27,546",
13227,GA,Pickens County,"29,431","32,591",
13229,GA,Pierce County,"18,758","19,465",
13231,GA,Pike County,"17,869","18,962",
13233,GA,Polk County,"41,475","42,613",
13235,GA,Pulaski County,"12,010","11,137",
13237,GA,Putnam County,"21,218","22,119",
13239,GA,Quitman County,"2,513","2,299",
13241,GA,Rabun County,"16,276","17,137",
13243,GA,Randolph County,"7,719","6,778",
13245,GA,Richmond County,"200,549","202,518",
13247,GA,Rockdale County,"85,215","90,896",
13249,GA,Schley County,"5,010","5,257",
13251,GA,Screven County,"14,593","13,966",
13253,GA,Seminole County,"8,729","8,090",
13255,GA,Spalding County,"64,073","66,703",
13257,GA,Stephens County,"26,175","25,925",
13259,GA,Stewart County,"6,058","6,621",
13261,GA,Sumter County,"32,819","29,524",
13263,GA,Talbot County,"6,865","6,195",
13265,GA,Taliaferro County,"1,717","1,537",
13267,GA,Tattnall County,"25,520","25,286",
13269,GA,Taylor County,"8,906","8,020",
13271,GA,Telfair County,"16,500","15,860",
13273,GA,Terrell County,"9,315","8,531",
13275,GA,Thomas County,"44,720","44,451",
13277,GA,Tift County,"40,118","40,644",
13279,GA,Toombs County,"27,223","26,830",
13281,GA,Towns County,"10,471","12,037",
13283,GA,Treutlen County,"6,885","6,901",
13285,GA,Troup County,"67,044","69,922",
13287,GA,Turner County,"8,930","7,985",
13289,GA,Twiggs County,"9,023","8,120",
13291,GA,Union County,"21,356","24,511",
13293,GA,Upson County,"27,153","26,320",
13295,GA,Walker County,"68,756","69,761",
13297,GA,Walton County,"83,768","94,593",
13299,GA,Ware County,"36,312","35,734",
13301,GA,Warren County,"5,834","5,254",
13303,GA,Washington County,"21,187","20,374",
13305,GA,Wayne County,"30,099","29,927",
13307,GA,Webster County,"2,799","2,607",
13309,GA,Wheeler County,"7,421","7,855",
13311,GA,White County,"27,144","30,798",
13313,GA,Whitfield County,"102,599","104,628",
13315,GA,Wilcox County,"9,255","8,635",
13317,GA,Wilkes County,"10,593","9,777",
13319,GA,Wilkinson County,"9,563","8,954",
13321,GA,Worth County,"21,679","20,247",
15000,HI,Hawaii,"1,360,301","1,415,872",
15001,HI,Hawaii County,"185,079","201,513",
15003,HI,Honolulu County,"953,207","974,563",
15005,HI,Kalawao County,90,86,
15007,HI,Kauai County,"67,091","72,293",
15009,HI,Maui County,"154,834","167,417",
16000,ID,Idaho,"1,567,582","1,787,065",
16001,ID,Ada County,"392,365","481,587",
16003,ID,Adams County,"3,976","4,294",
16005,ID,Bannock County,"82,839","87,808",
16007,ID,Bear Lake County,"5,986","6,125",
16009,ID,Benewah County,"9,285","9,298",
16011,ID,Bingham County,"45,607","46,811",
16013,ID,Blaine County,"21,376","23,021",
16015,ID,Boise County,"7,028","7,831",
16017,ID,Bonner County,"40,877","45,739",
16019,ID,Bonneville County,"104,234","119,062",
16021,ID,Boundary County,"10,972","12,245",
16023,ID,Butte County,"2,891","2,597",
16025,ID,Camas County,"1,117","1,106",
16027,ID,Canyon County,"188,923","229,849",
16029,ID,Caribou County,"6,963","7,155",
16031,ID,Cassia County,"22,952","24,030",
16033,ID,Clark County,982,845,
16035,ID,Clearwater County,"8,761","8,756",
16037,ID,Custer County,"4,368","4,315",
16039,ID,Elmore County,"27,038","27,511",
16041,ID,Franklin County,"12,786","13,876",
16043,ID,Fremont County,"13,242","13,099",
16045,ID,Gem County,"16,719","18,112",
16047,ID,Gooding County,"15,464","15,179",
16049,ID,Idaho County,"16,267","16,667",
16051,ID,Jefferson County,"26,140","29,871",
16053,ID,Jerome County,"22,374","24,412",
16055,ID,Kootenai County,"138,494","165,697",
16057,ID,Latah County,"37,244","40,108",
16059,ID,Lemhi County,"7,936","8,027",
16061,ID,Lewis County,"3,821","3,838",
16063,ID,Lincoln County,"5,208","5,366",
16065,ID,Madison County,"37,536","39,907",
16067,ID,Minidoka County,"20,069","21,039",
16069,ID,Nez Perce County,"39,265","40,408",
16071,ID,Oneida County,"4,286","4,531",
16073,ID,Owyhee County,"11,526","11,823",
16075,ID,Payette County,"22,623","23,951",
16077,ID,Power County,"7,817","7,681",
16079,ID,Shoshone County,"12,765","12,882",
16081,ID,Teton County,"10,170","12,142",
16083,ID,Twin Falls County,"77,230","86,878",
16085,ID,Valley County,"9,862","11,392",
16087,ID,Washington County,"10,198","10,194",
17000,IL,Illinois,"12,830,632","12,671,821",
17001,IL,Adams County,"67,103","65,435",
17003,IL,Alexander County,"8,238","5,761",
17005,IL,Bond County,"17,768","16,426",
17007,IL,Boone County,"54,165","53,544",
17009,IL,Brown County,"6,937","6,578",
17011,IL,Bureau County,"34,978","32,628",
17013,IL,Calhoun County,"5,089","4,739",
17015,IL,Carroll County,"15,387","14,305",
17017,IL,Cass County,"13,642","12,147",
17019,IL,Champaign County,"201,081","209,689",
17021,IL,Christian County,"34,800","32,304",
17023,IL,Clark County,"16,335","15,441",
